Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured
1579009,24-Dec-19,District of Columbia,Washington,3500 block of Wheeler Rd SE,0,3
1579900,24-Dec-19,Louisiana,Duson,N/A,0,0
1581156,24-Dec-19,Ohio,Youngstown,3300 block of South Ave,0,0
1579766,23-Dec-19,Oregon,Tiller,34000 block of Tiller Trail Hwy,0,0
1599700,23-Dec-19,Michigan,Detroit,12000 block of Mettetal St,0,0
1581511,23-Dec-19,Ohio,Fairborn,264 Landmark Ct,0,0
1580431,23-Dec-19,Louisiana,Eunice,620 W Maple Ave,0,0
1577577,22-Dec-19,Maryland,Baltimore,225 Park Ave,0,7
1577859,22-Dec-19,Texas,Cedar Park,W Whitestone Blvd and Bagdad Rd,0,1
1579042,22-Dec-19,Texas,Houston,12600 block of Kuykendahl Rd,0,0
1579024,22-Dec-19,Georgia,Toccoa,Hayes Wilbank Rd,1,0
1578181,22-Dec-19,Utah,Newton,N/A,0,0
1577312,21-Dec-19,Michigan,Detroit,4700 block of Somerset Ave,0,1
1578933,21-Dec-19,Maryland,Glen Burnie,100 block of Inglewood Dr,0,0
1578851,21-Dec-19,Massachusetts,Springfield,Exit 11 on I-91 South,0,0
1577853,21-Dec-19,Hawaii,Waianae,Jade St,0,0
1577017,20-Dec-19,Indiana,Lynn,817 W Church St,1,3
1579422,20-Dec-19,Pennsylvania,New Philadelphia,Valley St,0,0
1575947,19-Dec-19,Missouri,Cape Girardeau,1600 block of Lexington Ave,0,1
1575906,19-Dec-19,Ohio,Dayton (Kettering),1956 Chimney Ln,0,0
1575721,19-Dec-19,Massachusetts,Norton,82 E Main St,0,0
1576451,19-Dec-19,New Mexico,Las Cruces,1400 block of S Almendra St,0,1
1575961,19-Dec-19,Kentucky,Louisville,4100 block of W Market St,1,0
1577390,19-Dec-19,Nebraska,Lincoln,2300 S Canterbury Ln,0,0
1577358,19-Dec-19,Louisiana,Lake Charles,Lebleu Rd,0,0
1576458,18-Dec-19,Minnesota,Minneapolis,1000 block of 15th Ave S,0,1
1574924,18-Dec-19,Massachusetts,Springfield,66 Monmouth Street,0,0
1584704,18-Dec-19,North Carolina,Middlesex,10547 Baldy Hill Rd,0,0
1575104,18-Dec-19,Minnesota,Saint Cloud,University Dr SE and 15th Ave SE,0,1
1576066,17-Dec-19,Pennsylvania,Birdsboro,50 block of Lloyd Ln,0,1
1574729,17-Dec-19,Georgia,Lawrenceville,N/A,0,0
1575287,17-Dec-19,Texas,Huntsville,3200 block of Elks Dr,0,0
1573489,16-Dec-19,Ohio,Columbus,1100 block of Apple Blossom Ln,0,0
1574263,16-Dec-19,Alabama,Birmingham,1600 block of Tuscaloosa Ave,1,1
1573954,16-Dec-19,Connecticut,Windsor Locks,275 South Elm Street,0,0
1573909,16-Dec-19,Kansas,Emporia,1209 Sundown Cir,0,0
1574556,16-Dec-19,Ohio,Akron (West Akron),600 block of Glendora Ave,0,1
1575199,16-Dec-19,Texas,Portland,N/A,0,1
1575153,15-Dec-19,Kentucky,Westport,Jacob Dr,0,0
1577404,15-Dec-19,Pennsylvania,Reading,1700 block of N 3rd St,0,0
1573355,14-Dec-19,Arizona,Phoenix,N 51st Ave and W Camelback Rd,0,0
1573169,14-Dec-19,Massachusetts,Gardner,168 Parker Street,0,0
1574800,14-Dec-19,New Mexico,Farmington,4800 block of Kingsway Dr,1,0
1572206,14-Dec-19,Maryland,Fairland,Colgate Way and Aston Manor Dr,0,0
1572029,14-Dec-19,Ohio,Pataskala,323 Haystack Ct,1,0
1572157,14-Dec-19,Mississippi,Meridian,1210 Bonita Lakes Cir,0,0
1572112,14-Dec-19,Pennsylvania,Philadelphia,3817 Germantown Ave,0,0
1571432,13-Dec-19,Nevada,Carson City,2800 block of Boyle St,1,0
1574765,13-Dec-19,South Dakota,Sioux Falls,3400 block of W 51st St,0,0
1574918,12-Dec-19,Pennsylvania,Warren (county),N/A,1,0
1570694,12-Dec-19,Texas,San Antonio,2109  Bandera Rd,1,0
1572377,12-Dec-19,Missouri,Saint Robert,600 block of Old Rte 66,0,0
1570182,12-Dec-19,District of Columbia,Washington,300 block of Hawaii Ave NE,0,0
1570637,12-Dec-19,Florida,Jacksonville,7171 Lem Turner Cir,0,0
1571591,12-Dec-19,Oregon,Portland,7400 block of SW Garden Home Rd,0,0
1819048,11-Dec-19,Oklahoma,Lawton,H. E. Bailey Turnpike,0,0
1570190,11-Dec-19,Indiana,Indianapolis,300 block of N Chester Ave,0,0
1571798,11-Dec-19,Minnesota,Duluth,3200 block of W Michigan St,0,0
1576485,11-Dec-19,Wisconsin,Wyocena,N/A,0,0
1570005,11-Dec-19,Maryland,Easton,28539 Marlboro Ave,0,0
1569475,10-Dec-19,Massachusetts,Milton,Warren Avenue,0,0
1569221,10-Dec-19,North Carolina,Snow Camp,Patterson Rd,0,0
1571036,10-Dec-19,Florida,Tallahassee,Whitney Dr E,0,0
1568230,10-Dec-19,New Jersey,Jersey City,223 Martin Luther King Dr,6,3
1568767,9-Dec-19,Michigan,Detroit,600 block of E Bethune St,0,1
1569505,9-Dec-19,Virginia,Roanoke,2000 block of Centre Ave,0,0
1568004,9-Dec-19,Louisiana,Independence,160 Nichols Rd,1,0
1567100,8-Dec-19,Pennsylvania,Reynoldsville,100 block of Brown St,0,0
1566850,8-Dec-19,Florida,Hollywood,Hollywood Blvd,0,1
1571597,8-Dec-19,Illinois,Monee,6002 W Monee Manhattan Rd,0,0
1567988,8-Dec-19,Texas,San Antonio,6900 block of N Vandiver Rd,0,1
1567139,7-Dec-19,Oklahoma,Tulsa,S Elwood Ave and W 71st St S,0,0
1568985,7-Dec-19,Ohio,Springfield,2100 block of E High St,0,0
1567117,6-Dec-19,Nebraska,Lincoln,1508 N 14th St,0,0
1570309,6-Dec-19,Nebraska,Lincoln,Court St and N 14th St,0,0
1565770,6-Dec-19,Indiana,Columbus,2100 block of California St,0,0
1566162,6-Dec-19,Utah,Salt Lake City (Taylorsville),2412 W Hardrock Dr,0,0
1565673,5-Dec-19,Maine,Lewiston,321 River Rd,0,0
1565664,5-Dec-19,Arizona,Prescott Valley,Paseo Escondido,0,0
1567619,5-Dec-19,Kentucky,Ledbetter,Wyndotte Way,0,0
1566439,5-Dec-19,Iowa,Forest City,2000 block of River Rd,0,0
1564038,4-Dec-19,Hawaii,Honolulu,Chosin St and Ingersoll Ave,3,1
1565803,4-Dec-19,Wisconsin,Racine,N/A,0,0
1826168,4-Dec-19,Virginia,Bristol,N/A,0,0
1564511,4-Dec-19,Oklahoma,Blanchard,400 block of N Main St,0,1
1563858,4-Dec-19,Missouri,Saint Louis,9800 block of Dennis Dr,1,1
1564015,4-Dec-19,Massachusetts,Wareham,Charlotte Furnace Road,0,1
1564303,4-Dec-19,Pennsylvania,Forest City (Browndale),Martin St,0,1
1598575,3-Dec-19,Arizona,Phoenix,N 35th Ave and W Thomas Rd,0,1
1564861,3-Dec-19,Louisiana,Opelousas,2714 LA-752,0,0
1565761,3-Dec-19,Illinois,Glenview,4100 block of Cove Ln,1,0
1635367,3-Dec-19,Texas,Clyde,N/A,0,0
1563536,3-Dec-19,Michigan,Royal Oak,Fernlee Ave,0,0
1564778,2-Dec-19,Connecticut,Stamford,Linden Place,0,0
1563377,2-Dec-19,Vermont,Bristol,2188 Upper Notch Road,2,0
1566391,2-Dec-19,Arizona,Payson,N/A,1,0
1564405,2-Dec-19,New Jersey,Bridgewater,Country Club Rd,0,0
1564087,1-Dec-19,Georgia,Hoschton,GA-53,0,1
1563966,1-Dec-19,Florida,Crestview,793 N Ferdon Blvd,0,0
1562003,1-Dec-19,Colorado,De Beque,3400 block of Roan Creek Rd,0,0
1561212,30-Nov-19,Texas,Abilene,1400 block of Lawyer’s Ln,1,0
1563119,30-Nov-19,Florida,Sanford,Laurel Dr,0,1
1563145,30-Nov-19,Florida,Dunnellon,9800 block of SW 158th Ln,0,0
1562468,30-Nov-19,Maryland,Snow Hill,Worcester Hwy and Woodside Ln,0,0
1563048,30-Nov-19,Texas,Abilene,2200 block of S 7th St,0,0
1564084,29-Nov-19,Georgia,Athens,Wits End Rd,0,0
1630527,29-Nov-19,Maryland,Aquasco,Breckenridge Dr and Poplar Hill Rd,0,0
1560995,28-Nov-19,Missouri,Saint Louis (Maplewood),3500 block of Manhattan Ave,0,0
1564166,28-Nov-19,Tennessee,Memphis,Lee Ave,0,0
1559945,27-Nov-19,Florida,Daytona Beach,140 N Franklin St,1,0
1562955,27-Nov-19,Texas,Huntsville,3000 block of SH 30,0,0
1559516,27-Nov-19,Iowa,West Des Moines,4920 Hawthorne Dr,0,0
1559273,27-Nov-19,Alaska,Anchorage,3100 block of Muldoon Rd,0,0
1595641,27-Nov-19,Texas,Wichita Falls,1520 Iowa Park Rd,0,0
1560260,27-Nov-19,Alabama,Athens,27000 block Ed Ray Rd,0,0
1559758,27-Nov-19,Texas,Houston,9118 Shagbark Dr,1,0
1575847,26-Nov-19,Texas,Baytown,4010 Greylag Ct,0,0
1558816,26-Nov-19,Texas,Laredo,100 block of Knoll Ave,0,3
1558887,26-Nov-19,Nebraska,Lincoln,Benton St and N 65th St,0,0
1559906,26-Nov-19,Indiana,Marion,S Baldwin Ave and Mason Blvd,1,0
1559878,26-Nov-19,Mississippi,Vicksburg,1700 block of South St,0,0
1559799,26-Nov-19,Pennsylvania,Wilkes Barre,114 New Alexander St,0,0
1557888,25-Nov-19,Indiana,Crown Point,6400 block of W 109th Ave,0,1
1561904,25-Nov-19,Georgia,Decatur,1575 Church St,0,0
1557124,25-Nov-19,Florida,Miami,NW 71st St and Sixth Ct,1,0
1557336,24-Nov-19,Indiana,Gary,3700 block of Washington St,1,0
1556541,24-Nov-19,Indiana,Marion,4000 block of Wildoner Dr,1,1
1556110,23-Nov-19,Virginia,Waynesboro,700 block of Ridgewood Rd,1,0
1556113,23-Nov-19,Indiana,Portage,5844 US Highway 6,0,3
1558543,23-Nov-19,Kentucky,Hopkinsville,1700 block of Ivy Lynn Ct,0,0
1556955,23-Nov-19,Colorado,Denver,Blake St and 27th St,0,0
1556788,23-Nov-19,Mississippi,Meridian,5051 MS-493,1,0
1559711,22-Nov-19,Tennessee,Rogersville,202 Light Rd,0,0
1555486,21-Nov-19,North Carolina,High Point,300 Brentwood St,0,0
1555439,21-Nov-19,North Carolina,Mebane,4040 Mebane Rogers Rd,0,0
1555374,21-Nov-19,Tennessee,Memphis,3490 Elvis Presley Blvd,0,0
1554497,21-Nov-19,Pennsylvania,Erie,1500 block of Buffalo Rd,0,0
1555684,21-Nov-19,Pennsylvania,Hazleton,200 block of Winston St,0,0
1556364,20-Nov-19,Texas,Austin,409 E 6th St,0,0
1611607,20-Nov-19,Utah,Saint George (St George),N/A,0,0
1553979,20-Nov-19,Michigan,Detroit,20040 block of Wyoming Ave,1,2
1554525,20-Nov-19,Wisconsin,Milwaukee,E Capitol Dr and Eastbrook Pkwy,0,0
1554505,20-Nov-19,Nevada,North Las Vegas (N Las Vegas),6551 N McCarran St,1,1
1555099,20-Nov-19,Delaware,Delmar,14122 Oak Branch Rd,0,0
1554311,20-Nov-19,Pennsylvania,Philadelphia,5200 block of Webster St,0,1
1554747,20-Nov-19,Michigan,Benton Harbor,1915 Union St,1,0
1552976,19-Nov-19,Kentucky,Mayfield,Tom Dr,0,2
1554103,19-Nov-19,Mississippi,Baldwyn,MS-370,0,0
1554774,19-Nov-19,Nebraska,Lincoln,6400 block of W Old Cheney Rd,0,0
1553638,19-Nov-19,Florida,West Palm Beach,900 block of 20th St,0,2
1553550,19-Nov-19,Illinois,Mundelein,26300 block of N Diamond Lake Rd,0,0
1558930,19-Nov-19,Ohio,Cleveland,Denison Ave and W 67th St,0,0
1552178,18-Nov-19,Texas,Mckinney,2300 block of N Ridge Rd,0,1
1552190,17-Nov-19,Texas,Marlin,County Rd 247,1,1
1610607,17-Nov-19,Nebraska,Lincoln,2559 Kessler Blvd,0,0
1553989,17-Nov-19,Texas,Austin,5510 S Congress Ave,0,0
1551367,17-Nov-19,Pennsylvania,Philadelphia,3200 W Hunting Park Ave,1,1
1553489,17-Nov-19,Pennsylvania,Union City,5200 block of US-6,1,0
1553252,16-Nov-19,Texas,Harker Heights,101 E Central Texas Pkwy,0,0
1552050,16-Nov-19,Kentucky,La Grange,1000 Cassandra Ln,0,0
1550826,16-Nov-19,Michigan,Lowell,Bell Rd and W Grand River Ave,0,1
1550750,15-Nov-19,Arkansas,Mountain Home,8365 AR-201,0,0
1552230,15-Nov-19,Connecticut,Waterbury,N/A,0,0
1550728,14-Nov-19,Missouri,Saint Robert,15000 block of Talbot Ln,0,0
1549796,14-Nov-19,Massachusetts,South Boston,1880 William J. Day Boulevard,0,0
1548306,13-Nov-19,Ohio,Cleveland,Eleanore Dr and W 156th St,0,2
1553654,13-Nov-19,New Mexico,Tucumcari,200 block of N 5th St,0,0
1549492,13-Nov-19,Delaware,Dover,50 block of Carlisle Dr,0,0
1549406,13-Nov-19,Arkansas,Jonesboro,1400-block of Granger St,0,0
1547707,12-Nov-19,Michigan,Utica (Shelby Township),2001 Crystal Lake Dr,0,0
1548325,12-Nov-19,South Carolina,Beaufort,1 Blue Dolphin Dr,0,0
1548496,12-Nov-19,California,Salinas,600 block of Yreka Dr,0,1
1547623,12-Nov-19,Massachusetts,Leicester,319 Stafford Street,0,0
1547502,12-Nov-19,Utah,Tooele (Stansbury Park),500 E Village Blvd,0,0
1547714,12-Nov-19,Kansas,Topeka,2415 SE Maryland Ave,2,1
1549769,12-Nov-19,Connecticut,Darien,Old Farm Road,0,0
1549721,12-Nov-19,Ohio,Sandusky,1200 block of E Perkins Ave,0,2
1547856,11-Nov-19,Texas,Denton,2500 block of W Hickory St,0,0
1549151,11-Nov-19,Connecticut,Woodbury,21 Carriage Lane,0,0
1547371,11-Nov-19,North Carolina,Graham,2120 Payne Rd,2,0
1553854,11-Nov-19,Connecticut,Milford,N/A,0,0
1546684,10-Nov-19,Kentucky,Arlington,2nd St,0,0
1546656,9-Nov-19,Virginia,Hardy,Woodthrush Cir,1,0
1548259,9-Nov-19,New Jersey,Manchester Township (Manchester),N/A,0,0
1547042,9-Nov-19,Texas,San Antonio,N/A,0,0
1546343,9-Nov-19,Ohio,Akron,117 E Market St,0,2
1545513,8-Nov-19,California,Clearlake,29th Ave and Boyles Ave,0,0
1546524,8-Nov-19,Pennsylvania,Greensburg,215 Harrison Ave,0,0
1544903,8-Nov-19,Pennsylvania,Erie,1440 W 35th St,1,0
1553580,8-Nov-19,Delaware,Wilmington,700 block of N Franklin St,0,0
1547937,8-Nov-19,Maryland,Indian Head,3300 block of Stump Neck Rd,0,0
1543918,7-Nov-19,Maryland,Silver Spring,Sundale Dr and Ross Rd,0,0
1544180,7-Nov-19,Ohio,Wadsworth,120 Maple St,1,0
1543700,7-Nov-19,Georgia,Tucker,Tucker Norcross Rd,0,0
1543716,7-Nov-19,Pennsylvania,Doylestown,51 Belmont Square,0,0
1543915,7-Nov-19,Maryland,District Heights,6200 block of E Hil Mar Cir,1,0
1579508,7-Nov-19,Florida,Hollywood,N/A,0,0
1543620,7-Nov-19,Texas,Denton,400 block of Ame Dr,0,0
1543280,6-Nov-19,North Carolina,Linwood,167 Cox Ave,0,3
1543767,6-Nov-19,Kentucky,Hopkinsville,2916 Fort Campbell Blvd,0,0
1542838,6-Nov-19,Pennsylvania,Archbald,270 Scranton Carbondale Hwy,0,0
1543334,6-Nov-19,Texas,San Antonio,7239 SW Loop 410,1,0
1542313,5-Nov-19,California,Lodi,900 block of Industrial Way,0,1
1549176,5-Nov-19,Rhode Island,Providence,3 Kepler Street,0,0
1542257,5-Nov-19,South Carolina,Greenville,700 block of Jenkins St,0,0
1549000,5-Nov-19,West Virginia,Buckhannon,Hall Rd,0,0
1543427,5-Nov-19,Alaska,Anchorage,E 26th Ave and Aspen Heights Loop,1,0
1542690,5-Nov-19,Mississippi,Guntown,Co Rd 417,0,0
1541942,4-Nov-19,North Carolina,Hickory,19th Avenue SW,0,1
1541476,4-Nov-19,Ohio,Springfield,600 block of Mason St,0,0
1541796,4-Nov-19,Ohio,Dayton,1454 Ruskin Rd,1,0
1541029,3-Nov-19,Virginia,Virginia Beach,324 N Great Neck Rd,0,3
1548193,3-Nov-19,Florida,Bradenton,300 block of 10th Dr W,0,1
1541428,3-Nov-19,California,Fresno,Manning Ave and Marks Ave,0,0
1540841,3-Nov-19,Texas,Nacogdoches,Sandyland Cir and CR 823,1,3
1540817,2-Nov-19,California,Hanford,8660 Eddy St,3,0
1554318,2-Nov-19,Ohio,Rootstown,4800 block of Talmadge Rd,0,0
1539535,1-Nov-19,Texas,Houston,16100 Post Oak Rd,0,1
1592715,1-Nov-19,Kentucky,Hopkinsville,N/A,0,1
1539858,1-Nov-19,Illinois,Carbondale,1225 W Freeman St,1,0
1540159,1-Nov-19,Indiana,Lafayette,700 block of Park Ave,0,0
1540151,1-Nov-19,Indiana,Fort Wayne,1115 Hamilton Ave,0,0
1542717,1-Nov-19,Florida,Vero Beach,56th Ct and 16th St,0,0
1540100,1-Nov-19,Louisiana,Kenner,4300 block of California Ave,0,1
1539142,31-Oct-19,Pennsylvania,Long Pond,Saw Mill Rd,1,0
1539317,31-Oct-19,Alabama,Florence,Heathrow Dr,0,0
1539098,31-Oct-19,Missouri,Jefferson City,1900 block of Rolling Hills Dr,1,0
1538802,31-Oct-19,Texas,San Antonio,651 S Mel Waiters Way,2,0
1539599,31-Oct-19,Louisiana,Kenner,4305 California Ave,0,1
1538533,30-Oct-19,Illinois,Duquoin,700 block of N Division St,0,0
1539084,30-Oct-19,Georgia,Riverdale,N/A,0,0
1538094,30-Oct-19,Texas,San Antonio,5900 block of Spring Cluster,0,1
1538767,30-Oct-19,Florida,Lithia,110 Old Welcome Rd,1,0
1539159,30-Oct-19,Texas,Conroe,2330 Montgomery Park Blvd,1,0
1539313,30-Oct-19,Alabama,Gadsden (Hokes Bluff),Main St,0,0
1542606,30-Oct-19,Alabama,Andalusia,McClendon Ave,0,0
1537555,29-Oct-19,Oklahoma,Oklahoma City,N/A,0,0
1537614,29-Oct-19,Florida,Miami Gardens,3175 NW 207th St,0,4
1538075,29-Oct-19,Pennsylvania,Stroudsburg,585 Main St,0,0
1537545,29-Oct-19,Texas,Grapevine,2501 Bass Pro Dr,0,1
1541742,28-Oct-19,Nebraska,Lincoln,6140 Luann Ln,0,0
1541729,28-Oct-19,Nebraska,Lincoln,339 Fletcher Ave,0,0
1536251,28-Oct-19,California,North Hollywood,12811 Sherman Way,0,2
1536452,28-Oct-19,Louisiana,Zachary,15000 block of Chaney Rd,0,1
1536849,28-Oct-19,Nebraska,Lincoln,S 56th St and Old Cheney Rd,0,0
1535934,27-Oct-19,Tennessee,Memphis,400 block of N Montgomery St,0,0
1536739,27-Oct-19,Texas,Austin,889 Wilks Ave,0,0
1536338,27-Oct-19,Massachusetts,Fall River,164 Tremont St,0,3
1535298,26-Oct-19,Arkansas,Fort Smith,220 block of North St,0,0
1536756,26-Oct-19,Kansas,Salina,2500 block of Edward St,0,0
1536570,26-Oct-19,Ohio,Cleveland,11505 St Clair Ave,0,2
1537569,25-Oct-19,Idaho,Coeur D Alene (Coeur D'alene),5530 N 4th St,0,0
1539913,25-Oct-19,Texas,Houston,N/A,0,0
1534340,25-Oct-19,Arizona,Flagstaff,I-40,0,1
1534962,25-Oct-19,Maryland,Westernport,400 block of Maryland Ave,0,0
1534043,24-Oct-19,Texas,Houston,5026 Antoine Dr,1,0
1533601,24-Oct-19,Utah,Salt Lake City (Millcreek),3098 Highland Dr,0,0
1534940,24-Oct-19,Florida,Tallahassee,Columbia Dr,0,0
1535128,23-Oct-19,Tennessee,Memphis,University St,0,0
1533670,23-Oct-19,Kentucky,Bush,Jesse Smith Rd,0,0
1533512,23-Oct-19,Ohio,Sandusky,700 block of W Market St,0,0
1540338,23-Oct-19,Wisconsin,Iowa (county),N/A,0,1
1552618,23-Oct-19,Maryland,Sharpsburg,16000 block of Powell Rd,0,0
1532964,22-Oct-19,Delaware,Seaford,24000 block of Concord Pond Rd,0,0
1532917,22-Oct-19,New Hampshire,Manchester,315 East High Stret,0,0
1533521,22-Oct-19,Pennsylvania,Bensalem,2700 block of Murray Ave,0,0
1534796,22-Oct-19,Texas,Denton,4100 block of I-35,0,0
1532163,21-Oct-19,Iowa,Waterloo,532 Western Ave,0,1
1532576,21-Oct-19,Colorado,Denver,8th Ave and Zuni St,1,0
1532351,21-Oct-19,Minnesota,Dassel,MN 15,0,0
1531326,21-Oct-19,South Carolina,Sumter,29 Wesmark Blvd,0,4
1553522,21-Oct-19,Ohio,Brecksville,Rockledge Dr,0,0
1530852,20-Oct-19,Pennsylvania,Philadelphia,3300 block of N Water St,3,0
1556182,20-Oct-19,Illinois,Alton,200 block of W 19th St,0,0
1536580,20-Oct-19,Kentucky,Hinkle,Paynes Creek Rd,0,0
1531540,20-Oct-19,Texas,Gatesville,1125 CR 266,0,0
1531436,20-Oct-19,Pennsylvania,Philadelphia,400 E Clearfield Ave,0,0
1534756,19-Oct-19,Oklahoma,Tulsa,1500 block of N Denver Ave,0,0
1530702,19-Oct-19,Illinois,Mattoon,400 block of Dewitt Ave,0,0
1531787,19-Oct-19,Kentucky,Paducah,John Puryear Dr,0,0
1530992,19-Oct-19,Texas,Palestine,29 Hickory Ridge,1,1
1537272,19-Oct-19,Kentucky,Evarts,KY-38,0,0
1532660,19-Oct-19,Alabama,Holtville,3000 block of Ceaserville Rd,0,1
1535954,18-Oct-19,Ohio,Hubbard,200 block of Roosevelt Dr,0,0
1530647,18-Oct-19,New Mexico,Albuquerque,12910 Granite Ave NE,1,0
1529849,18-Oct-19,Minnesota,Cloquet,133 University Rd,0,1
1530114,18-Oct-19,Washington,Arlington,Jordan Trails Rd,0,0
1529916,17-Oct-19,Ohio,Dayton,1604 Earlham Dr,0,0
1529833,17-Oct-19,Tennessee,Nashville,1707 Church St,0,2
1530170,17-Oct-19,Florida,Haines City,13th St N and Ave N,0,0
1529015,16-Oct-19,Texas,Nacogdoches,2400 block of E Starr Ave,0,0
1530386,16-Oct-19,Texas,Dallas,700 block of Helena Ave,0,0
1529279,16-Oct-19,Alabama,Eufaula,N/A,0,0
1529303,16-Oct-19,Texas,San Antonio,McKinley St,0,0
1527629,15-Oct-19,South Dakota,Rapid City,610 E North St,0,0
1528331,15-Oct-19,Texas,Arlington,2100 block of Hendricks Dr,1,0
1948670,15-Oct-19,Tennessee,Brownsville,N/A,0,0
1528380,15-Oct-19,District of Columbia,Washington,300 Indiana Ave NW,0,0
1528302,15-Oct-19,North Carolina,Fayetteville,525 Andrews Rd,0,0
1528205,15-Oct-19,Indiana,Lafayette,2000 block of Crowfoot Dr,0,0
1528538,14-Oct-19,Virginia,Covington,S Highland Ave and S Alleghany Ave,0,0
1530033,14-Oct-19,Texas,Corpus Christi,Curtis Clark Dr,0,0
1527515,14-Oct-19,Ohio,Akron,E Ido St,0,0
1527438,14-Oct-19,Massachusetts,Boston,381 Centre St,0,0
1527301,14-Oct-19,Pennsylvania,Everett,323 Squirrel Hill St,0,0
1527890,14-Oct-19,Arizona,Sahuarita,17750 La Cañada Dr,0,0
1529092,13-Oct-19,Oklahoma,Afton,Will Rogers Turnpike,0,0
1526258,13-Oct-19,Pennsylvania,Hanover,88 Sunset Dr,1,0
1529083,12-Oct-19,Oklahoma,Chandler,Turner Turnpike and N3503 Rd,0,0
1526035,12-Oct-19,Nevada,Henderson,2900 block of Clarity Ct,1,1
1525408,12-Oct-19,Pennsylvania,Philadelphia,700 block of W Russell St,1,3
1525185,12-Oct-19,Florida,Palm Coast,1500 Palm Coast Pkwy NW,1,1
1527044,11-Oct-19,Texas,Huntsville,2500 block of Sam Houston Ave,0,0
1534642,11-Oct-19,Connecticut,Milford,22 Loomis St,0,0
1530255,11-Oct-19,Michigan,Flat Rock,27800 block of S Mockingbird Dr,0,0
1532667,11-Oct-19,Montana,Thompson Falls,N/A,0,1
1527350,11-Oct-19,Wisconsin,Columbia (county),N/A,0,1
1525034,10-Oct-19,Washington,Pullman,400 block of NW Webb St,0,0
1524978,10-Oct-19,Michigan,New Haven,29 Mile Rd and Bates Rd,0,0
1525685,10-Oct-19,Washington,Pullman,400 block of Webb St,0,0
1524147,10-Oct-19,District of Columbia,Washington,N/A,0,0
1523837,9-Oct-19,Texas,Dallas,2633 Lea Crest Dr,0,0
1525981,9-Oct-19,Ohio,Hubbard,1760 Wick Campbell Rd,0,0
1523322,9-Oct-19,Oklahoma,Oklahoma City,3041 NW 41st St,1,0
1524174,9-Oct-19,Arkansas,Mountain Home,400 block of Co Rd 1008,0,0
1526748,8-Oct-19,Nebraska,Lincoln,7th St and D St,0,0
1522292,8-Oct-19,Texas,Dallas,3101 Knox St,1,0
1522113,8-Oct-19,Vermont,Rutland,108 Wales St,1,0
1522917,8-Oct-19,Maine,Eustis,N/A,1,0
1527825,8-Oct-19,Alabama,Mobile,Duval St and Dauphin Island Pkwy,0,0
1522442,8-Oct-19,Washington,Elma,100 block of N 9th St,0,0
1522140,7-Oct-19,Connecticut,Norwich,83 Oneco Street,0,0
1522003,7-Oct-19,Nebraska,Lincoln,1440 S 2nd St,0,0
1521494,6-Oct-19,New York,Clarence,Goodrich Rd,0,0
1521765,6-Oct-19,Texas,Huntsville,2615 El Toro Rd,0,0
1522142,6-Oct-19,South Carolina,Hilton Head Island,Freddies Way,0,0
1522768,6-Oct-19,South Carolina,Greenwood,Marshall Cir,0,1
1519891,5-Oct-19,Ohio,Cleveland,1388 E 171st St,1,1
1521175,5-Oct-19,Pennsylvania,Reading,Spring St and Crossing Dr,0,0
1520176,5-Oct-19,California,Visalia,E Harvard Ave,1,0
