Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1494407,31-Aug-19,Florida,Ocala,1200 Block of NW 13th Ave,0,0,N/A
1506402,31-Aug-19,Delaware,Wilmington,400 block of S Van Buren St,0,0,N/A
1493217,31-Aug-19,Oregon,Portland,SW 3rd Ave and SW Harvey Milk St,0,0,N/A
1492002,30-Aug-19,Texas,Austin,600 block of Sabine St,1,0,N/A
1494150,30-Aug-19,California,Santa Maria,1000 block of W Morrison St,0,0,N/A
1494093,30-Aug-19,Texas,Houston,8118 Martin Luther King Blvd,0,0,N/A
1497029,30-Aug-19,Texas,Vidor,TX 10,0,0,N/A
1496966,30-Aug-19,Texas,Levelland,2300 TX 114,0,0,N/A
1503280,30-Aug-19,Delaware,Wilmington,300 block of S Jackson St,0,0,N/A
1491780,30-Aug-19,New Jersey,Trenton,800 block of Carteret Ave,0,0,N/A
1491765,30-Aug-19,New Jersey,Jackson,537 Monmouth Rd,0,0,N/A
1491656,30-Aug-19,Connecticut,West Haven,308 Main St,0,0,N/A
1495884,30-Aug-19,West Virginia,Granville,Main St and Kovach St,0,0,N/A
1493470,30-Aug-19,Iowa,Waterloo,Palmer Dr and Park View Blvd,0,0,N/A
1492419,30-Aug-19,Kansas,Liberal,800 block of S Lincoln Ave,0,0,N/A
1492383,30-Aug-19,South Carolina,Goose Creek,1137 Red Bank Rd,0,0,N/A
1493740,30-Aug-19,Nebraska,Lincoln,Old Cheney Rd and Salt Valley View,0,0,N/A
1498381,30-Aug-19,New York,Troy,3208 6th Ave,0,0,N/A
2029559,30-Aug-19,Minnesota,Saint Paul,N/A,0,0,N/A
1497407,30-Aug-19,Maryland,Westminster,100 block of Sullivan Rd,0,0,N/A
1506400,30-Aug-19,Delaware,Wilmington,600 block of N Van Buren St,0,0,N/A
1492348,30-Aug-19,Tennessee,Nashville,4000 block of Packard Dr,1,0,N/A
1492087,30-Aug-19,Alabama,Mobile,1621 Virginia St,0,9,N/A
1492185,30-Aug-19,Arizona,Tolleson,9100 W Van Buren St,1,0,N/A
1491998,29-Aug-19,Oklahoma,Tulsa,1241 N Sheridan Rd,0,0,N/A
1491979,29-Aug-19,New York,Nichols,NY-282,0,0,N/A
1491259,29-Aug-19,Louisiana,Monroe,4200 Loop Rd,0,0,N/A
1494087,29-Aug-19,New York,Staten Island,Virginia Ave and Vermont Ave,0,0,N/A
1491179,29-Aug-19,Oklahoma,Oklahoma City (Del City),1900 S Sunnylane Rd,0,0,N/A
1492962,29-Aug-19,Delaware,Dagsboro,Main St and Iron Branch Rd,0,0,N/A
1499621,29-Aug-19,Arizona,Safford,N/A,0,0,N/A
1491811,29-Aug-19,Indiana,Kokomo,900 W Walnut St,0,0,N/A
1491743,29-Aug-19,Michigan,Detroit,14500 block of Stout St,0,1,N/A
1491022,29-Aug-19,Georgia,Oakwood,3445 Mundy Mill Rd,0,0,N/A
1549960,29-Aug-19,Texas,Longview,900 block of W Fairmont St,0,1,N/A
1490999,29-Aug-19,Illinois,Moline,3400 block of 19th Ave,0,0,N/A
1492373,29-Aug-19,South Carolina,Saint Helena Island,N/A,0,0,N/A
1492409,29-Aug-19,Kansas,Wichita,5200 block of S Mount Carmel Ave,0,0,N/A
1492394,29-Aug-19,South Carolina,Hartsville,Patrick Hwy and N 5th St,0,0,N/A
1493742,29-Aug-19,Nebraska,Lincoln,Apples Way and Nebraska Hwy,0,0,N/A
1490741,29-Aug-19,Ohio,Dayton,1171 W 3rd St,0,0,N/A
1490721,29-Aug-19,Ohio,Westerville,950 County Line Rd,0,0,N/A
1500178,29-Aug-19,Illinois,Chicago,1118 W Argyle St,0,0,N/A
1492170,29-Aug-19,Oregon,Salem,Broad Rd NE and Surfwood Dr NE,0,0,N/A
1491421,29-Aug-19,Oregon,Jefferson,38100 block of Gilkey Rd,2,0,N/A
1492157,29-Aug-19,Texas,Odessa,1301 Dotsy Ave,0,0,N/A
1492153,29-Aug-19,Texas,Dickinson,4900 block of 25th St,0,1,N/A
1491043,29-Aug-19,Tennessee,Knoxville,2000 block of Dandridge Ave,0,1,N/A
1491058,29-Aug-19,Virginia,Hopewell,2305 Maple Ave,1,0,N/A
1494186,29-Aug-19,Texas,Nacogdoches,1400 block of FM 2609,0,0,N/A
1501980,28-Aug-19,Texas,Houston,6100 block of Glenmont Dr,0,0,N/A
1490349,28-Aug-19,Texas,Dallas,Loop 12 and I-35E,0,1,N/A
1491280,28-Aug-19,Florida,Davenport,500 Orchid Dr,0,0,N/A
1491257,28-Aug-19,Florida,Key West (Stock Island),Key Haven Rd,0,0,N/A
1490381,28-Aug-19,Texas,Lubbock,4300 block of E 63rd St,0,0,N/A
1490209,28-Aug-19,Pennsylvania,Easton,500 block of Valley St,0,0,N/A
1490163,28-Aug-19,Kentucky,Georgetown,120 Betsy Way,0,0,N/A
1491075,28-Aug-19,Massachusetts,Braintree,297 Quincy Ave,0,0,N/A
1490940,28-Aug-19,Connecticut,Stratford,N/A,0,0,N/A
1498437,28-Aug-19,Illinois,Kewanee,400 block of N Lakeview Ave,0,0,N/A
1490806,28-Aug-19,Minnesota,Danube,29000 block of US 212,0,0,N/A
1490777,28-Aug-19,Ohio,Canton,14th St and Oxford Ave NW,0,0,N/A
1496512,28-Aug-19,Illinois,New Lenox,1900 block of Water Chase Dr,0,0,N/A
1490391,28-Aug-19,Ohio,Dayton,848 Conners St,2,0,N/A
1489893,28-Aug-19,North Carolina,High Point,1 N University Pkwy,0,0,N/A
1490530,28-Aug-19,New Jersey,Blackwood,100 block of W Batten Ave,0,0,N/A
1491504,28-Aug-19,Georgia,Macon,Burke St,0,0,N/A
1493618,28-Aug-19,Oklahoma,Barnsdall,OK-123 and County Rd 2300,1,0,N/A
1491353,28-Aug-19,Maryland,Hanover,7501 Old Telegraph Rd,0,0,N/A
1493117,28-Aug-19,Arkansas,Jonesboro,1600 block of Heather Ridge Dr,0,0,N/A
1491431,28-Aug-19,Wyoming,Casper,First St,0,0,N/A
1490384,28-Aug-19,Texas,Killeen,600 W Hallmark Ave,1,0,N/A
1489560,27-Aug-19,Missouri,Kansas City,7540 Washington St,1,0,N/A
1491249,27-Aug-19,New York,Staten Island,Cottage Pl,0,0,N/A
1491196,27-Aug-19,New York,New York (Manhattan),116 10th Ave,0,0,N/A
1489032,27-Aug-19,New York,Corona (Queens),Baisley Blvd,0,1,N/A
1489412,27-Aug-19,Michigan,Kalamazoo,1906 E Cork St,0,0,N/A
1490266,27-Aug-19,New York,Albany,First St and Lexington Ave,0,0,N/A
1489056,27-Aug-19,New York,Roosevelt,335 E Clinton Ave,0,0,N/A
1489006,27-Aug-19,Ohio,Dayton,600 block of Miami Chapel Rd,0,0,N/A
1499617,27-Aug-19,Arizona,Sedona,995 Upper Red Rock Loop Rd,0,0,N/A
1488980,27-Aug-19,Ohio,Akron,600 block of Crosby St,0,0,N/A
1649311,27-Aug-19,Texas,Nacogdoches,CR 9891,0,0,N/A
1489310,27-Aug-19,California,Corona (Eastvale),6000 block of Gladiola St,0,0,N/A
1490109,27-Aug-19,Tennessee,Nashville,Carroll St and University Ct,0,0,N/A
1490105,27-Aug-19,Indiana,Fort Wayne,Coliseum Blvd,0,0,N/A
1489689,27-Aug-19,Utah,Orem,867 S Geneva Rd,0,0,N/A
1497933,27-Aug-19,West Virginia,Richwood,190 Riverside Dr,0,0,N/A
1489207,27-Aug-19,Kentucky,Richmond,Gibson Ln and Boggs Ln,0,1,N/A
1490058,27-Aug-19,Massachusetts,Boston,71 Woodrow Avenue,0,0,N/A
1490979,27-Aug-19,Rhode Island,Cranston,Lark Ave,0,0,N/A
1489916,27-Aug-19,Ohio,Cambridge,400 block of Gomber Ave,0,0,N/A
1490711,27-Aug-19,Kansas,Wichita,1100 block of N Amidon St,0,0,N/A
1490666,27-Aug-19,Louisiana,Monroe,100 Sterlington Rd,0,0,N/A
1489895,27-Aug-19,Pennsylvania,Homestead,300 block of W 15th Ave,0,0,N/A
1489606,27-Aug-19,Maryland,Baltimore,1500 block of Pennsylvania Ave,0,0,N/A
1490453,27-Aug-19,Texas,Abilene,1150 E S 11th St,0,0,N/A
1489739,27-Aug-19,Florida,Vero Beach,400 block of 11th Ct,0,0,N/A
1491463,27-Aug-19,Delaware,Wilmington,DE-2 and Limestone Rd,0,0,N/A
1500663,27-Aug-19,Delaware,Wilmington,400 block of N Church St,0,0,N/A
1508258,27-Aug-19,New Mexico,Ranchos De Taos,N/A,1,0,N/A
1489112,27-Aug-19,Tennessee,Rockwood,205 S Ridge Ave,1,0,N/A
1493109,27-Aug-19,Arkansas,Jonesboro,1424 Links Dr,0,0,N/A
1489541,26-Aug-19,South Carolina,North Charleston,Adaline St,0,0,N/A
1491253,26-Aug-19,Oklahoma,Ardmore,12th Ave NW and Holiday Dr,0,0,N/A
1490515,26-Aug-19,Virginia,Warrenton,5042 Old Auburn Rd,1,0,N/A
1489597,26-Aug-19,Mississippi,Vicksburg,200 block of Starlight Dr,0,0,N/A
1489471,26-Aug-19,Michigan,Warren,8 Mile Rd and Van Dyke Ave,0,0,N/A
1488990,26-Aug-19,Ohio,Middletown,1905 Sherman Ave,0,0,N/A
1488614,26-Aug-19,New Jersey,Trenton,Fairway Dr,0,0,N/A
1488612,26-Aug-19,New Jersey,Trenton,Pennington Ave,0,0,N/A
1496101,26-Aug-19,Tennessee,Jackson,McCorry St,0,1,N/A
1522252,26-Aug-19,Pennsylvania,Wilkes Barre,262 Lee Park Ave,0,0,N/A
1490973,26-Aug-19,Vermont,Brattleboro,Lynwood Dr,0,0,N/A
1488797,26-Aug-19,Tennessee,Clarksville,609 E St,0,0,N/A
1514037,26-Aug-19,Massachusetts,Brockton,100 block of Green Street,0,0,N/A
1495888,26-Aug-19,Louisiana,Alexandria,2101 Vance Ave,0,0,N/A
1489228,26-Aug-19,Florida,Auburndale,1 Bloodhound Trail,0,0,N/A
1490001,26-Aug-19,Ohio,Youngstown,Compton Ln,0,0,N/A
1490928,26-Aug-19,Tennessee,Memphis,S White Station Rd and Shady Grove Rd,0,0,N/A
1489182,26-Aug-19,Indiana,Terre Haute,3000 block of Dimmick Ave,0,0,N/A
1490803,26-Aug-19,Ohio,Elyria,200 block of 15th St,0,0,N/A
1489248,26-Aug-19,Rhode Island,Woonsocket,163 Morin Heights Blvd,0,1,N/A
1489844,26-Aug-19,Massachusetts,Lowell,457 Market St,0,0,N/A
1489720,26-Aug-19,Delaware,Dover,Tollhouse Pl,0,0,N/A
1489710,26-Aug-19,Illinois,Decatur,400 block of W Leafland Ave,0,0,N/A
1489504,25-Aug-19,South Carolina,Holly Hill,Barnes St,0,0,N/A
1487934,25-Aug-19,New York,Brooklyn,1937 85th St,0,1,N/A
1488785,25-Aug-19,Virginia,Manassas,Prince William Pkwy and Sudley Manor Dr,0,2,N/A
1488576,25-Aug-19,Massachusetts,Worcester,Lincoln St,0,0,N/A
1488819,25-Aug-19,Michigan,Pontiac,700 block of Whittemore St,1,0,N/A
1490615,25-Aug-19,Wisconsin,Dousman,Co Rd Z,0,0,N/A
1488534,25-Aug-19,Virginia,Harrisonburg,1200 block of Victorian Village Dr,0,0,N/A
1487729,25-Aug-19,New Mexico,Hobbs,1700 block of E Bond St,3,4,N/A
1490779,25-Aug-19,Texas,Houston,TX-249 and Bammel North Houston Rd,0,0,N/A
1493551,25-Aug-19,Massachusetts,Boston,Beechland Circle,0,0,N/A
1493534,25-Aug-19,Massachusetts,Boston,1850 Soldiers Field Rd,0,0,N/A
1487655,25-Aug-19,South Carolina,Columbia,2401 Decker Blvd,0,1,N/A
1489777,25-Aug-19,Florida,Bradenton,6440 FL 64,0,0,N/A
1489011,25-Aug-19,Illinois,Chicago,10700 block of South Champlain Ave,0,0,N/A
1488940,25-Aug-19,Washington,Seattle,1000 block of Spring St,0,0,N/A
1488934,25-Aug-19,South Dakota,Rapid City,300 block of Saint Andrew St,0,0,N/A
1488735,24-Aug-19,Michigan,Bear Lake,Swanson Rd,0,0,N/A
1545559,24-Aug-19,Utah,Salt Lake City (West Valley City),N/A,0,1,N/A
1488717,24-Aug-19,Michigan,Pontiac,Stonegate E and Lewa Downs Dr,0,0,N/A
1487186,24-Aug-19,Delaware,Dover,2000 block of Generals Way,0,0,N/A
1488538,24-Aug-19,West Virginia,Elkins,11th St,0,0,N/A
1487893,24-Aug-19,Utah,Salt Lake City (Taylorsville),3142 W Havea Circle,1,0,N/A
1487117,24-Aug-19,Tennessee,Morristown,430 W Economy Rd,0,0,N/A
1490926,24-Aug-19,Texas,Abilene,Amarillo St and Industrial Blvd,0,0,N/A
1487003,24-Aug-19,Texas,Houston,11111 W Hardy Rd,0,1,N/A
1488256,24-Aug-19,Indiana,Terre Haute,2237 3rd Ave,0,0,N/A
1487603,24-Aug-19,Illinois,Chicago,8800 block of S Kenwood Ave,0,0,N/A
1486910,24-Aug-19,Georgia,Atlanta,700 block of Memorial Dr SE,0,0,N/A
1500828,24-Aug-19,District of Columbia,Washington,800 block of Marietta Pl NW,0,0,N/A
1487584,24-Aug-19,Massachusetts,Boston,4560 Washington St,0,0,N/A
1488151,24-Aug-19,Missouri,Shelbina,N/A,0,0,N/A
1663825,24-Aug-19,Pennsylvania,Jeannette,N 3rd St,0,2,N/A
1488220,24-Aug-19,Indiana,Muncie,Fuson Rd,0,0,N/A
1489040,24-Aug-19,Maryland,Columbia,7400 block of Sweet Clover,0,1,N/A
1487529,24-Aug-19,Maryland,Baltimore,E 23rd St and Guilford Ave,1,0,N/A
1487506,24-Aug-19,Florida,Hallandale (Hallandale Beach),W Hallandale Beach Blvd and S Dixie Hwy,0,1,N/A
1486908,24-Aug-19,Georgia,Sardis,Girard Ave and Sapp St,0,0,N/A
1488156,24-Aug-19,Delaware,Milton,100 block of Bangor Ln,0,0,N/A
1487625,24-Aug-19,Pennsylvania,Lebanon,500 block of Chestnut St,0,1,N/A
1502066,24-Aug-19,Montana,Anaconda,500 block of E 3rd St,0,0,N/A
1489644,24-Aug-19,Texas,Channelview,Oakleaf Ln,0,0,N/A
1489607,24-Aug-19,Missouri,Independence,US 40,0,0,N/A
1487345,23-Aug-19,New York,Elmira,Baldwin St and E Second St,0,0,N/A
1486232,23-Aug-19,Texas,Houston,4900 block of Southwind St,3,2,N/A
1489443,23-Aug-19,California,El Nido,200 block of W El Nido Rd,0,0,N/A
1491138,23-Aug-19,New York,Buffalo (Williamsville),Main St,0,0,N/A
1488698,23-Aug-19,Ohio,Cincinnati,636 Prospect Pl,0,0,N/A
1488689,23-Aug-19,Ohio,Akron,Diagonal Ave,0,1,N/A
1487196,23-Aug-19,Texas,Beaumont,4030 Beaumont Ave,0,0,N/A
1486112,23-Aug-19,Illinois,East Saint Louis,1426 N 42nd St,1,0,N/A
1486702,23-Aug-19,Texas,Bruceville (Bruceville Eddy),101 Soules Cir,1,0,N/A
1486141,23-Aug-19,California,Sacramento,10000 block of Clover Ranch Dr,1,2,N/A
1487047,23-Aug-19,Massachusetts,Boston,Blue Hill Avenue and Brookview Street,0,0,N/A
1487036,23-Aug-19,Massachusetts,Boston,70 Ames Street,0,0,N/A
1486579,23-Aug-19,Texas,Tomball,20300 block of Yosemite Falls Dr,0,1,N/A
1487010,23-Aug-19,Texas,Spring,3619 Almondwood Dr,1,0,N/A
1495475,23-Aug-19,Georgia,Valdosta,1000 block Marion St,0,0,N/A
1486099,23-Aug-19,Florida,Milton,Burke St,0,1,N/A
1487582,23-Aug-19,Massachusetts,Boston,130 Heath St,0,0,N/A
1489025,23-Aug-19,Ohio,Youngstown,10 block of Thorton Ave,0,0,N/A
1489013,23-Aug-19,Maryland,Salisbury,900 block of East Rd,0,0,N/A
1486486,23-Aug-19,New York,Bronx,260 Brook Ave,0,2,N/A
1496515,23-Aug-19,Delaware,Wilmington,1700 block of W 4th St,0,0,N/A
1488933,23-Aug-19,South Dakota,Rapid City,2100 block of Maywood Dr,0,0,N/A
1486775,23-Aug-19,Oregon,Portland,NE 48th Ave and NE Killingsworth St,0,0,N/A
1487983,23-Aug-19,Virginia,Ringgold,100 Dan River Wildcat Cir,0,0,N/A
1486693,22-Aug-19,Mississippi,Clarksdale,300 block of S Circle St,0,0,N/A
1485896,22-Aug-19,Michigan,Taylor,N/A,0,0,N/A
1485889,22-Aug-19,Florida,Fort Myers,2140 Simon Ct,0,0,N/A
1487917,22-Aug-19,Oklahoma,Bartlesville,Virginia Ave and 14th St,0,0,N/A
1485340,22-Aug-19,South Carolina,Columbia,851 Bush River Rd,2,2,N/A
1485543,22-Aug-19,Tennessee,Nashville,130 W Trinity Ln,0,2,N/A
1486011,22-Aug-19,New Mexico,Albuquerque,400 Eubank Blvd NE,1,0,N/A
1485712,22-Aug-19,Tennessee,Hunter,Rufus Taylor Rd and Broad St,0,1,N/A
1488629,22-Aug-19,New Jersey,Trenton,Chambers St,0,0,N/A
1487180,22-Aug-19,Texas,Humble,6115 Will Clayton Pkwy,0,1,N/A
1488603,22-Aug-19,New Jersey,Trenton,New York Ave,0,0,N/A
1486493,22-Aug-19,Massachusetts,Pittsfield,Francis Avenue,0,0,N/A
1486504,22-Aug-19,Massachusetts,Pittsfield,John St,0,0,N/A
1485653,22-Aug-19,Kentucky,Lexington,6th St and Ohio St,0,0,N/A
1489226,22-Aug-19,Maine,Rockport,Mount Pleasant Street,0,0,N/A
1486404,22-Aug-19,Massachusetts,Boston,684 Parker Street,0,0,N/A
1487718,22-Aug-19,Iowa,Waterloo,1112 Grant St,0,0,N/A
1488461,22-Aug-19,Iowa,Davenport,3800 block of Bridge Ave,0,0,N/A
1487028,22-Aug-19,Massachusetts,Framingham,Lawrence Street,0,0,N/A
1486272,22-Aug-19,Pennsylvania,Reading,300 block of Bingaman St,0,0,N/A
1500817,22-Aug-19,Ohio,Independence,Rockside Rd,0,0,N/A
1486239,22-Aug-19,Illinois,Rockford,N/A,0,0,N/A
1486227,22-Aug-19,South Carolina,North Charleston,Ashley Phosphate Rd,0,0,N/A
1488299,22-Aug-19,California,Merced,1107 Loughborough Dr,0,0,N/A
1488249,22-Aug-19,South Carolina,Aiken,N/A,0,0,N/A
1486129,22-Aug-19,District of Columbia,Washington,1900 block of Quincy St NE,0,0,N/A
1486185,22-Aug-19,Georgia,Jonesboro,600 block of Lakeview Way,0,1,N/A
1487554,22-Aug-19,Florida,Naples,2400 block of Marete Dr,0,0,N/A
1486070,22-Aug-19,Ohio,Dayton,Delphos Ave and W 3rd St,1,0,N/A
1485966,22-Aug-19,District of Columbia,Washington,1400 block of 18th Pl SE,0,1,N/A
1485868,22-Aug-19,District of Columbia,Washington,3400 block of 18th St SE,1,0,N/A
1485933,22-Aug-19,North Carolina,Chapel Hill,Linnet Dr,0,0,N/A
1485680,22-Aug-19,Texas,Richmond,400 block of Macek Rd,1,0,N/A
1611629,21-Aug-19,Texas,Odessa,6500 block of N Ranch Ave,0,0,N/A
1486596,21-Aug-19,Arkansas,Little Rock,4300 W 7th St,0,0,N/A
1486594,21-Aug-19,Arkansas,Little Rock,18 Corporate Hill Dr,0,0,N/A
1484828,21-Aug-19,Missouri,Blue Springs,2000 NW Ashton Dr,0,0,N/A
1492896,21-Aug-19,New York,Bronx,Pelham Pkwy S and Cruger Ave,0,1,N/A
1485758,21-Aug-19,Tennessee,Nashville,300 block of Tampa Dr,0,0,N/A
1485128,21-Aug-19,Texas,Fort Worth,5900 block of Boca Raton Blvd,1,0,N/A
1491840,21-Aug-19,Pennsylvania,Lancaster,1500 block of Passey Ln,0,0,N/A
1485124,21-Aug-19,Texas,Cleburne,1102 E Kilpatrick St,1,0,N/A
1484922,21-Aug-19,Kentucky,Richmond,N/A,0,0,N/A
1486474,21-Aug-19,Pennsylvania,Johnstown,Maple Ave,0,0,N/A
1484925,21-Aug-19,Indiana,Gary,301 Parke St,0,0,N/A
1487142,21-Aug-19,Kentucky,Burnside,Charlie Neal Rd,0,0,N/A
1484779,21-Aug-19,Tennessee,Nashville,14th Ave N and Underwood St,0,1,N/A
1485521,21-Aug-19,Connecticut,Stamford,100 Bridge Street,0,0,N/A
1485085,21-Aug-19,New Mexico,Rio Rancho,1001 Night Sky Ave NE,0,0,N/A
1484597,21-Aug-19,Ohio,Springfield,100 block of Basset Dr,1,0,N/A
1486314,21-Aug-19,District of Columbia,Washington,300 block of L St SE,0,0,N/A
1485182,21-Aug-19,Pennsylvania,Upper Darby,10 block of Richfield St,0,2,N/A
1486177,21-Aug-19,New Jersey,Middlesex,Hazelwood Ave and Grant Ave,0,0,N/A
1486710,21-Aug-19,Michigan,Pontiac,600 block of Lydia Ln,1,2,N/A
1559131,21-Aug-19,District of Columbia,Washington,2500 block of Pomeroy Rd SE,0,1,N/A
1487587,21-Aug-19,West Virginia,Wheeling,1 Medical Park,1,0,N/A
1485281,21-Aug-19,Florida,Titusville,Yorkshire Dr,0,1,N/A
1488166,21-Aug-19,Florida,Belle Glade,700 block of Joe Louis Ave,0,0,N/A
1486085,21-Aug-19,Delaware,Milton,Coastal Hwy and Broadkill Rd,0,0,N/A
1485244,21-Aug-19,Delaware,Seaford,22681 Eskridge Rd,0,0,N/A
1485563,21-Aug-19,Ohio,London,1851 OH-56,0,0,N/A
1485974,21-Aug-19,South Carolina,Orangeburg,134 Fujuay Ln,0,1,N/A
1865613,21-Aug-19,New Mexico,Laguna (Tohajiilee),N/A,1,0,N/A
1485943,21-Aug-19,North Carolina,Lumberton,3059 Westminster Rd,0,0,N/A
1486722,21-Aug-19,North Carolina,Pikeville,N/A,0,0,N/A
1485897,20-Aug-19,Florida,Tallahassee,3000 block of W Tennessee St,0,0,N/A
1485086,20-Aug-19,New York,Schenectady,Linden St,0,0,N/A
1485871,20-Aug-19,New Mexico,Espanola,720 Vietnam Veterans Memorial Park Rd,0,1,N/A
1491231,20-Aug-19,New York,Saugerties,111 Goat Hill Rd,0,0,N/A
1483803,20-Aug-19,Wisconsin,Stoughton,600 block of South Monroe St,0,0,N/A
1484308,20-Aug-19,Tennessee,Lenoir City,656 Tinnel Ln,1,0,N/A
1489421,20-Aug-19,Georgia,Rome,East Ninth St and Maple Ave,0,2,N/A
1484097,20-Aug-19,Kansas,Topeka,3820 SW 29th St,0,0,N/A
1488685,20-Aug-19,Ohio,Cleveland,13900 Kinsman Rd,0,0,N/A
1484027,20-Aug-19,Delaware,Newark,1119 S College Ave,0,0,N/A
1496948,20-Aug-19,Pennsylvania,Easton (Palmer Township),50 block of Colonial Ct,0,0,N/A
1487183,20-Aug-19,Texas,Waco,200 block of N Emerson St,0,0,N/A
1483899,20-Aug-19,Pennsylvania,York,258 E Philadelphia St,1,0,N/A
1485590,20-Aug-19,Massachusetts,Boston,138 Heath St,0,0,N/A
1484200,20-Aug-19,Missouri,Springfield,3710 S Jefferson Ave,0,0,N/A
1488343,20-Aug-19,North Carolina,Albemarle,400 block of Church St,0,0,N/A
1489849,20-Aug-19,South Carolina,Santee,500 Block of Resort St,0,0,N/A
1484541,20-Aug-19,Pennsylvania,Watsontown,N/A,0,0,N/A
1489004,20-Aug-19,Delaware,Wilmington,300 block of N Connell St,0,0,N/A
1484038,20-Aug-19,District of Columbia,Washington,500 block of H St NE,0,1,N/A
1485935,20-Aug-19,North Carolina,Elizabeth City,400 block of Church St,0,0,N/A
1484152,19-Aug-19,Texas,Dayton,Parish Cir,0,0,N/A
1484430,19-Aug-19,Kentucky,Wickliffe,KY 286,0,0,N/A
1483387,19-Aug-19,Arizona,Peoria,143888 N 79th Ave,0,0,N/A
1484134,19-Aug-19,North Carolina,High Point,1305 E Green Dr,0,1,N/A
1483269,19-Aug-19,Florida,Avon Park,700 E Main St,0,0,N/A
1483142,19-Aug-19,Maryland,Sykesville,1100 block of Liberty Rd,0,0,N/A
1483310,19-Aug-19,Massachusetts,Brockton,41 Hillberg Ave,0,0,N/A
1483949,19-Aug-19,New Jersey,Trenton,500 block of Chestnut Ave,0,0,N/A
1483806,19-Aug-19,Ohio,Youngstown,1700 block of Logan Ave,0,1,N/A
1497801,19-Aug-19,Delaware,Wilmington,900 block of N Church St,0,0,N/A
1485607,19-Aug-19,Massachusetts,Boston,217 Columbia Road,0,0,N/A
1483638,19-Aug-19,Maryland,Middle River,200 block of Shagbark Rd,1,0,N/A
1485468,19-Aug-19,Colorado,Boulder,1148 Pearl St,0,0,N/A
1482932,19-Aug-19,Iowa,Burlington,800 block of Columbia St,0,1,N/A
1485449,19-Aug-19,Louisiana,Opelousas,Academy St and South St,0,0,N/A
1483383,19-Aug-19,Texas,Nacogdoches,1800 block of Martin Luther King Jr Blvd,0,2,N/A
